keyword,frequency,region,source_seed,source_block,collected_at,intent,cluster,notes
сайт заборы под ключ,21,Все регионы,сайт заборы под ключ; сайт под ключ,unknown,2026-07-08T14:25:02.439Z,commercial,сайт заборы,все-регионы__сайт-заборы-под-ключ.json; also:все-регионы__сайт-под-ключ.json
сайт знакомств для врачей,21,Все регионы,сайт для врача,unknown,2026-07-08T09:12:11.558Z,mixed,сайт знакомств,все-регионы__сайт-для-врача.json
сайт оформления для школы,21,Все регионы,сайт для школы,contains,2026-07-08T09:14:04.605Z,mixed,сайт оформления,все-регионы__сайт-для-школы.json
сайт под ключ новосибирск,21,Все регионы,сайт под ключ новосибирск; сайт под ключ,unknown,2026-07-08T14:24:43.906Z,commercial,сайт ключ,все-регионы__сайт-под-ключ-новосибирск.json; also:все-регионы__сайт-под-ключ.json
сайт хоспонлайн для записи к врачу,21,Все регионы,сайт для врача,unknown,2026-07-08T09:12:11.558Z,mixed,сайт хоспонлайн,все-регионы__сайт-для-врача.json
сайт хоспонлайн для записи к врачу сургут,21,Все регионы,сайт для врача,unknown,2026-07-08T09:12:11.558Z,mixed,сайт хоспонлайн,все-регионы__сайт-для-врача.json
сайты тестов для школы,21,Все регионы,сайт для школы,contains,2026-07-08T09:14:04.605Z,mixed,сайты тестов,все-регионы__сайт-для-школы.json
сбербизнес сайт для малого бизнеса,21,Все регионы,сайт для бизнеса,unknown,2026-07-08T09:11:26.590Z,mixed,сбербизнес сайт,все-регионы__сайт-для-бизнеса.json
сделать сайт для отеля,21,Все регионы,сайт для отеля,unknown,2026-07-08T09:14:56.383Z,mixed,сделать сайт,все-регионы__сайт-для-отеля.json
сколько стоит разработка сайта под ключ,21,Все регионы,сайт под ключ; сколько стоит разработка сайта под ключ,unknown,2026-07-08T14:18:35.497Z,commercial,сколько стоит,все-регионы__сайт-под-ключ.json; also:все-регионы__сколько-стоит-разработка-сайта-под-ключ.json
создание сайтов под ключ казань,21,Все регионы,сайт под ключ; создание сайтов под ключ казань,unknown,2026-07-08T14:18:35.497Z,commercial,создание сайтов,все-регионы__сайт-под-ключ.json; also:все-регионы__создание-сайтов-под-ключ-казань.json
